timestamp,count,title,deadline
2024-12-09 13:24:20,17,Mandate that schools use trans students' chosen names and pronouns.,2025-06-09
2024-12-09 15:15:52,20,Mandate that schools use trans students' chosen names and pronouns.,2025-06-09
2025-03-05 23:33:09,293,Mandate that schools use trans students' chosen names and pronouns.,2025-06-09
2025-04-22 19:38:40,959,Mandate that schools use trans students' chosen names and pronouns.,2025-06-09
